Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
1965,North Auckland,11,14,South Africa,8/11/1965
1965,Auckland,15,14,South Africa,8/14/1965
1965,Nelson Bays / Marlborough / Golden Bay / Motueka,6,45,South Africa,8/17/1965
1965,New Zealand,13,0,South Africa,8/21/1965
1965,South Canterbury / Mid Canterbury / North Otago,13,28,South Africa,8/25/1965
1965,New Zealand Maori,3,9,South Africa,8/28/1965
1965,Wairarapa Bush,0,36,South Africa,8/31/1965
1965,New Zealand,16,19,South Africa,9/4/1965
1965,New Zealand Universities,11,55,South Africa,9/8/1965
1965,Hawke's Bay,12,30,South Africa,9/11/1965
1965,Argentina,19,19,Oxford / Cambridge Combined,9/11/1965
1965,Bay of Plenty / Counties / Thames Valley,17,33,South Africa,9/14/1965
1965,Argentina,3,9,Oxford / Cambridge Combined,9/18/1965
1965,New Zealand,20,3,South Africa,9/18/1965
1965,Chile,11,23,Argentina,9/26/1965
1965,West Germany,8,9,Romania,11/14/1965
1965,France,8,3,Romania,11/28/1965
1966,Scotland,3,3,France,1/15/1966
1966,England,6,11,Wales,1/15/1966
1966,France,11,6,Ireland,1/29/1966
1966,Wales,8,3,Scotland,2/5/1966
1966,England,6,6,Ireland,2/12/1966
1966,France,13,0,England,2/26/1966
1966,Ireland,3,11,Scotland,2/26/1966
1966,Ireland,9,6,Wales,3/12/1966
1966,Scotland,6,3,England,3/19/1966
1966,Spain,3,9,Portugal,3/21/1966
1966,Wales,9,8,France,3/26/1966
1966,Belgium,3,3,Portugal,4/24/1966
1966,Western Australia,3,60,British & Irish Lions,5/7/1966
1966,South Australia,11,38,British & Irish Lions,5/11/1966
1966,Victoria,14,24,British & Irish Lions,5/14/1966
1966,New South Wales Country,3,6,British & Irish Lions,5/18/1966
1966,New South Wales,6,6,British & Irish Lions,5/21/1966
1966,Australia,8,11,British & Irish Lions,5/28/1966
1966,Czechoslovakia,9,9,Romania,5/29/1966
1966,Queensland,3,26,British & Irish Lions,5/31/1966
1966,Australia,0,31,British & Irish Lions,6/4/1966
1966,Southland,14,8,British & Irish Lions,6/11/1966
1966,South Canterbury / Mid Canterbury / North Otago,12,20,British & Irish Lions,6/15/1966
1966,Otago,17,9,British & Irish Lions,6/18/1966
1966,New Zealand Universities,11,24,British & Irish Lions,6/22/1966
1966,Wellington,20,6,British & Irish Lions,6/25/1966
1966,Nelson Bays / Marlborough / Golden Bay / Motueka,14,22,British & Irish Lions,6/29/1966
1966,Taranaki,9,12,British & Irish Lions,7/2/1966
1966,Bay of Plenty,6,6,British & Irish Lions,7/6/1966
1966,North Auckland,3,6,British & Irish Lions,7/9/1966
1966,New Zealand,20,3,British & Irish Lions,7/16/1966
1966,West Coast / Buller,6,25,British & Irish Lions,7/20/1966
1966,Canterbury,6,8,British & Irish Lions,7/23/1966
1966,Manawatu / Horowhenua,8,17,British & Irish Lions,7/27/1966
1966,Auckland,6,12,British & Irish Lions,7/30/1966
1966,Wairarapa Bush,6,9,British & Irish Lions,8/2/1966
1966,New Zealand,16,12,British & Irish Lions,8/6/1966
1966,Wanganui / King Country,12,6,British & Irish Lions,8/10/1966
1966,New Zealand Maori,14,16,British & Irish Lions,8/13/1966
1966,Poverty Bay / East Coast,6,9,British & Irish Lions,8/17/1966
1966,Hawke's Bay,11,11,British & Irish Lions,8/20/1966
1966,Chile,3,73,SA Gazelles,8/20/1966
1966,New Zealand,19,6,British & Irish Lions,8/27/1966
1966,Junior All Blacks,3,9,British & Irish Lions,8/31/1966
1966,Waikato,9,20,British & Irish Lions,9/3/1966
1966,Counties / Thames Valley,9,13,British & Irish Lions,9/6/1966
1966,New Zealand,24,11,British & Irish Lions,9/10/1966
1966,British Columbia,8,3,British & Irish Lions,9/14/1966
1966,Canada,8,19,British & Irish Lions,9/17/1966
1966,Argentina,3,9,SA Gazelles,9/24/1966
1966,Argentina,15,20,SA Gazelles,10/1/1966
1966,North East Counties,17,4,Australia,10/19/1966
1966,East Midlands,9,17,Australia,10/22/1966
1966,Oxford University,9,11,Australia,10/26/1966
1966,Neath / Aberavon,3,9,Australia,10/29/1966
1966,Abertillery/Ebbw Vale,6,25,Australia,11/2/1966
1966,Cardiff,14,8,Australia,11/5/1966
1966,Italy,3,0,Romania,11/6/1966
1966,Cambridge University,5,6,Australia,11/9/1966
1966,London Counties,14,9,Australia,11/12/1966
1966,Glasgow / Edinburgh,11,18,Australia,11/16/1966
1966,South of Scotland,13,0,Australia,11/19/1966
1966,Newport,3,3,Australia,11/23/1966
1966,Swansea,9,8,Australia,11/26/1966
1966,Romania,3,9,France,11/27/1966
1966,"Pontypool, Cross Keys & Newbridge",12,3,Australia,11/29/1966
1966,Wales,11,14,Australia,12/3/1966
1966,Leinster,3,9,Australia,12/7/1966
1966,Ulster,6,6,Australia,12/10/1966
1966,North of Scotland,3,6,Australia,12/13/1966
1966,Scotland,11,5,Australia,12/17/1966
1966,North West Counties,8,3,Australia,12/21/1966
1966,South Eastern Counties,10,11,Australia,12/24/1966
1966,Combined Services,6,15,Australia,12/26/1966
1966,Southern Counties,6,27,Australia,12/31/1966
1967,South Western Counties,6,11,Australia,1/3/1967
1967,England,11,23,Australia,1/7/1967
1967,West Midlands,17,9,Australia,1/11/1967
1967,Western Counties,9,0,Australia,1/14/1967
1967,France,8,9,Scotland,1/14/1967
1967,Llanelli,11,0,Australia,1/17/1967
1967,Ireland,15,8,Australia,1/21/1967
1967,Munster,11,8,Australia,1/25/1967
1967,Barbarians,11,17,Australia,1/28/1967
1967,Languedoc/Roussillon,5,12,Australia,2/1/1967
1967,France B,8,8,Australia,2/4/1967
1967,Scotland,11,5,Wales,2/4/1967
1967,South West,11,9,Australia,2/7/1967
1967,France,20,14,Australia,2/11/1967
1967,Ireland,3,8,England,2/11/1967
1967,Scotland,3,5,Ireland,2/25/1967
1967,England,12,16,France,2/25/1967
1967,Wales,0,3,Ireland,3/11/1967
1967,Japan,3,19,New Zealand Universities,3/12/1967
1967,England,27,14,Scotland,3/18/1967
1967,Portugal,5,0,Spain,3/26/1967
1967,France,20,14,Wales,4/1/1967
1967,Spain,3,0,Morocco,4/9/1967
1967,Ireland,6,11,France,4/15/1967
1967,Wales,34,21,England,4/15/1967
1967,Queensland,41,8,Ireland,5/1/1967
1967,Spain,8,9,Czechoslovakia,5/5/1967
1967,New South Wales,21,9,Ireland,5/6/1967
1967,Italy,6,3,Portugal,5/7/1967
1967,New South Wales Country,11,31,Ireland,5/9/1967
1967,Australia,5,11,Ireland,5/13/1967
1967,Romania,24,3,Italy,5/14/1967
1967,Portugal,14,56,France,5/14/1967
1967,Sydney,30,8,Ireland,5/16/1967
1967,Victoria,5,19,Ireland,5/20/1967
1967,Portugal,6,46,Romania,5/28/1967
1967,Poland,3,28,Romania,7/2/1967
1967,South Africa,26,3,France,7/15/1967
1967,South Africa,16,3,France,7/22/1967
1967,South Africa,14,19,France,7/29/1967
1967,South Africa,6,6,France,8/12/1967
1967,New Zealand,29,9,Australia,8/19/1967
1967,Alberta,22,3,England,9/23/1967
1967,Chile,16,11,Uruguay,9/24/1967
1967,British Columbia,0,27,England,9/26/1967
1967,Argentina,38,6,Uruguay,9/27/1967
1967,Argentina,18,0,Chile,9/30/1967
1967,Canada,0,29,England,9/30/1967
1967,Toronto,3,33,England,10/3/1967
1967,East Canada,3,53,England,10/7/1967
1967,British Columbia,3,36,New Zealand,10/14/1967
1967,Eastern Canada,3,40,New Zealand,10/18/1967
1967,North of England,3,33,New Zealand,10/25/1967
1967,"Midlands, London & Home Counties",3,15,New Zealand,10/28/1967
1967,Romania,27,5,West Germany,10/29/1967
1967,Southern Counties,3,16,New Zealand,11/1/1967
1967,England,11,23,New Zealand,11/4/1967
1967,West Wales,14,21,New Zealand,11/8/1967
1967,Wales,6,13,New Zealand,11/11/1967
1967,South East,3,16,New Zealand,11/15/1967
1967,France B,19,32,New Zealand,11/18/1967
1967,South West XV,14,18,New Zealand,11/21/1967
1967,France,15,21,New Zealand,11/25/1967
1967,Scottish Districts,14,35,New Zealand,11/29/1967
1967,Scotland,3,14,New Zealand,12/2/1967
1967,Monmouthshire,12,23,New Zealand,12/6/1967
1967,France,11,3,Romania,12/10/1967
1967,East Wales,3,3,New Zealand,12/13/1967
1967,Barbarians,6,11,New Zealand,12/16/1967
1968,Scotland,6,8,France,1/13/1968
1968,England,11,11,Wales,1/20/1968
1968,France,16,6,Ireland,1/27/1968
1968,Wales,5,0,Scotland,2/3/1968
1968,England,9,9,Ireland,2/10/1968
1968,France,14,9,England,2/24/1968
1968,Ireland,14,6,Scotland,2/24/1968
1968,Ireland,9,6,Wales,3/9/1968
1968,Scotland,6,8,England,3/16/1968
1968,Morocco,6,5,Spain,3/17/1968
1968,Wales,9,14,France,3/23/1968
1968,Spain,14,5,Portugal,3/31/1968
1968,Portugal,8,6,Belgium,4/21/1968
1968,Portugal,6,6,Morocco,5/5/1968
1968,Portugal,3,17,Italy,5/12/1968
1968,North Otago,17,5,Japan,5/15/1968
1968,New Zealand Universities,32,19,Japan,5/18/1968
1968,Sydney,9,14,New Zealand,5/21/1968
1968,Tasmania,0,74,New Zealand,5/25/1968
1968,West Coast,5,18,Japan,5/25/1968
1968,Romania,17,3,Czechoslovakia,5/26/1968
1968,Junior Wallabies,3,43,New Zealand,5/28/1968
1968,Victoria,0,68,New Zealand,6/1/1968
1968,Poverty Bay,15,23,Japan,6/1/1968
1968,Junior All Blacks,19,23,Japan,6/3/1968
1968,ACT,0,44,New Zealand,6/5/1968
1968,New South Wales,5,30,New Zealand,6/8/1968
1968,New Zealand Universities,25,16,Japan,6/8/1968
1968,South Africa,25,20,British & Irish Lions,6/8/1968
1968,New South Wales Country,3,29,New Zealand,6/10/1968
1968,Combined Services,8,45,New Zealand,6/12/1968
1968,Australia,11,27,New Zealand,6/15/1968
1968,Queensland,3,34,New Zealand,6/18/1968
1968,Australia,18,19,New Zealand,6/22/1968
1968,South Africa,6,6,British & Irish Lions,6/22/1968
1968,Fiji,6,33,New Zealand,6/25/1968
1968,Marlborough,24,19,France,7/3/1968
1968,Otago,6,12,France,7/6/1968
1968,Southland,6,8,France,7/9/1968
1968,South Africa,11,6,British & Irish Lions,7/13/1968
1968,New Zealand,12,9,France,7/13/1968
1968,Taranaki,6,21,France,7/17/1968
1968,Hawke's Bay,12,16,France,7/20/1968
1968,Manawatu,3,8,France,7/23/1968
1968,South Africa,19,6,British & Irish Lions,7/27/1968
1968,New Zealand,9,3,France,7/27/1968
1968,King Country,9,23,France,7/31/1968
1968,North Auckland,6,10,France,8/3/1968
1968,Waikato,8,13,France,8/6/1968
1968,New Zealand,19,12,France,8/10/1968
1968,Queensland,11,31,France,8/13/1968
1968,Australia,11,10,France,8/17/1968
1968,Belgrano Athletic,11,24,Wales,9/7/1968
1968,Provinical Selection,3,14,Wales,9/11/1968
1968,Argentina,9,5,Wales,9/14/1968
1968,Argentina Juniors,8,8,Wales,9/21/1968
1968,Combined Clubs XV,6,9,Wales,9/25/1968
1968,Argentina,9,9,Wales,9/28/1968
1968,Combined Provinces,9,3,Australia,10/19/1968
1968,Combined Universities,3,15,Australia,10/23/1968
1968,Ireland,10,3,Australia,10/26/1968
1968,Czechoslovakia,9,18,Romania,10/27/1968
1968,Scottish Districts,9,14,Australia,10/30/1968
1968,Scotland,9,3,Australia,11/2/1968
1968,France,9,12,South Africa,11/9/1968
1968,France,11,16,South Africa,11/16/1968
1968,Romania,15,14,France,12/1/1968
1969,France,3,6,Scotland,1/11/1969
1969,Ireland,17,9,France,1/25/1969
1969,Scotland,3,17,Wales,2/1/1969
1969,Ireland,17,15,England,2/8/1969
1969,England,22,8,France,2/22/1969
1969,Scotland,0,16,Ireland,2/22/1969
1969,Bulgaria,0,17,Italy,3/2/1969
1969,Japan,82,8,Thailand,3/8/1969
1969,Wales,24,11,Ireland,3/8/1969
1969,Japan,24,22,Hong Kong,3/9/1969
1969,Japan,62,0,Chinese Taipei,3/15/1969
1969,England,8,3,Scotland,3/15/1969
1969,Japan,23,5,Korea,3/16/1969
1969,France,8,8,Wales,3/22/1969
1969,Portugal,11,15,Spain,3/23/1969
1969,Wales,30,9,England,4/12/1969
1969,Italy,12,3,Spain,5/4/1969
1969,Belgium,0,30,Italy,5/10/1969
1969,Spain,41,3,Belgium,5/17/1969
1969,Taranaki,9,9,Wales,5/27/1969
1969,New Zealand,19,0,Wales,5/31/1969
1969,Otago,9,27,Wales,6/4/1969
1969,Wellington,6,14,Wales,6/7/1969
1969,New Zealand,33,12,Wales,6/14/1969
1969,Romania,40,11,Poland,6/15/1969
1969,Australia,16,19,Wales,6/21/1969
1969,Fiji,11,31,Wales,6/25/1969
1969,South Africa,30,11,Australia,8/2/1969
1969,Nelson Bays,22,21,Tonga,8/6/1969
1969,South Canterbury,14,25,Tonga,8/9/1969
1969,Buller,8,40,Tonga,8/13/1969
1969,South Africa,16,9,Australia,8/16/1969
1969,Wallis & Fortuna,8,84,Fiji,8/16/1969
1969,New Zealand Maori,19,26,Tonga,8/16/1969
1969,Papua New Guinea,0,79,Fiji,8/18/1969
1969,Horowhenua Kapti,22,10,Tonga,8/20/1969
1969,Fiji,113,13,Solomon Islands,8/21/1969
1969,Junior All Blacks,43,3,Tonga,8/23/1969
1969,Papua New Guinea,3,88,Fiji,8/23/1969
1969,East Coast,19,28,Tonga,8/26/1969
1969,North Auckland,47,5,Tonga,8/30/1969
1969,Thames Valley,12,10,Tonga,9/3/1969
1969,New Zealand Maori,6,19,Tonga,9/6/1969
1969,South Africa,11,3,Australia,9/6/1969
1969,Pumas C,9,19,Scotland,9/7/1969
1969,Prov. Argentinas,3,11,Scotland,9/10/1969
1969,Bay of Plenty,0,0,Tonga,9/10/1969
1969,Argentina,20,3,Scotland,9/13/1969
1969,Rosario,6,20,Scotland,9/18/1969
1969,South Africa,19,8,Australia,9/20/1969
1969,Pumas B,5,9,Scotland,9/21/1969
1969,Argentina,3,6,Scotland,9/27/1969
1969,Uruguay,6,41,Argentina,10/4/1969
1969,Chile,13,6,Uruguay,10/8/1969
1969,Chile,0,54,Argentina,10/11/1969
1969,Italy,8,22,France,11/9/1969
1969,West Germany,3,6,Romania,11/9/1969
1969,Romania,42,6,Czechoslovakia,11/23/1969
1969,Scotland,6,3,South Africa,12/6/1969
1969,France,14,9,Romania,12/14/1969
1969,England,11,8,South Africa,12/20/1969
1970,Scotland,9,11,France,1/10/1970
1970,Ireland,8,8,South Africa,1/10/1970
1970,Japan,46,17,Singapore,1/11/1970
1970,Hong Kong,22,14,Malaysia,1/13/1970
1970,Thailand,18,18,Sri Lanka,1/13/1970
1970,Japan,23,9,Korea,1/13/1970
1970,Thailand,11,42,Japan,1/18/1970
1970,France,8,0,Ireland,1/24/1970
1970,Wales,6,6,South Africa,1/24/1970
1970,Wales,18,9,Scotland,2/7/1970
1970,England,9,3,Ireland,2/14/1970
1970,England,13,17,Wales,2/28/1970
1970,Ireland,16,11,Scotland,2/28/1970
1970,Ireland,14,0,Wales,3/14/1970
1970,Scotland,14,5,England,3/21/1970
1970,Japan,32,3,British Columbia,3/22/1970
1970,Poland,0,9,Italy,3/22/1970
1970,Varsavia Select XV,3,20,Italy,3/25/1970
1970,Poland,3,3,Italy,3/28/1970
1970,Wales,11,6,France,4/4/1970
1970,Netherlands,9,9,Portugal,4/5/1970
1970,Portugal,8,9,Morocco,4/12/1970
1970,France,35,13,England,4/18/1970
1970,Czechoslovakia,3,11,Italy,4/26/1970
1970,Victoria,0,34,Scotland,5/20/1970
1970,New South Wales,28,14,Scotland,5/23/1970
1970,Madagascar,9,17,Italy,5/24/1970
1970,New South Wales Country,15,18,Scotland,5/27/1970
1970,Queensland,16,13,Scotland,5/30/1970
1970,Madagascar,6,9,Italy,5/31/1970
1970,Sydney,12,27,Scotland,6/3/1970
1970,Australia,23,3,Scotland,6/6/1970
1970,Border,3,28,New Zealand,6/20/1970
1970,Paul Roos XV,9,43,New Zealand,6/24/1970
1970,Griqualand West,3,27,New Zealand,6/27/1970
1970,North West Cape,3,26,New Zealand,7/1/1970
1970,South West Africa,0,16,New Zealand,7/4/1970
1970,Eastern Transvaal,3,24,New Zealand,7/8/1970
1970,Poverty Bay,3,11,Fiji,7/8/1970
1970,North Auckland,17,6,Fiji,7/8/1970
1970,Transvaal,17,34,New Zealand,7/11/1970
1970,Western Transvaal,17,21,New Zealand,7/13/1970
1970,Counties,13,6,Fiji,7/15/1970
1970,Otago,9,17,Fiji,7/18/1970
1970,Free State,12,30,New Zealand,7/18/1970
1970,Rhodesia,14,27,New Zealand,7/21/1970
1970,Southland,6,9,Fiji,7/22/1970
1970,South Africa,17,6,New Zealand,7/25/1970
1970,New Zealand Maori,11,6,Fiji,7/25/1970
1970,Wanganui,14,26,Fiji,7/28/1970
1970,Junior All Blacks,20,9,Fiji,8/1/1970
1970,Eastern Province,8,49,New Zealand,8/1/1970
1970,Western Province Universities,3,20,New Zealand,8/2/1970
1970,Boland,9,35,New Zealand,8/4/1970
1970,Bay of Plenty,14,8,Fiji,8/5/1970
1970,South Africa,8,9,New Zealand,8/8/1970
1970,New Zealand Maori,9,9,Fiji,8/8/1970
1970,South Western Districts,6,36,New Zealand,8/12/1970
1970,Western Province,6,29,New Zealand,8/15/1970
1970,South Africa Country Districts,8,45,New Zealand,8/19/1970
1970,Natal Sharks,8,29,New Zealand,8/22/1970
1970,South Africa,14,3,New Zealand,8/29/1970
1970,Combined Provinces,0,0,Ireland,8/30/1970
1970,Argentina XV,0,0,Ireland,9/2/1970
1970,North Eastern Cape,0,85,New Zealand,9/2/1970
1970,Northern Transvaal,15,19,New Zealand,9/5/1970
1970,Esher,6,6,Italy,9/6/1970
1970,Argentina Juniors,0,0,Ireland,9/6/1970
1970,SA Gazelles,25,29,New Zealand,9/7/1970
1970,Coventry,23,9,Italy,9/9/1970
1970,Rosario,0,0,Ireland,9/9/1970
1970,South Africa,20,17,New Zealand,9/12/1970
1970,Argentina,8,3,Ireland,9/13/1970
1970,Buenos Aires,0,0,Ireland,9/16/1970
1970,Argentina,6,3,Ireland,9/20/1970
1970,Devon / Cornwall,17,3,Exeter Chiefs,10/7/1970
1970,Gloucestershire-Somerset,25,13,Fiji,10/10/1970
1970,West Midlands,16,16,Fiji,10/14/1970
1970,North West Counties,6,11,Fiji,10/17/1970
1970,North East Counties,14,6,Fiji,10/21/1970
1970,Barbarians,9,29,Fiji,10/24/1970
1970,Italy,3,14,Romania,10/25/1970
1970,Cambridge University,12,8,Fiji,10/28/1970
1970,London Counties,22,0,Fiji,10/31/1970
1970,Oxford University,5,8,Fiji,11/4/1970
1970,East Midlands,14,24,Fiji,11/7/1970
1970,The South,10,8,Fiji,11/11/1970
1970,England U25,15,11,Fiji,11/14/1970
1970,Combined Services,6,11,Fiji,11/18/1970
1970,Wales U25,8,6,Fiji,11/21/1970
1970,Canada,17,35,Fiji,11/28/1970
1970,Romania,3,14,France,11/29/1970
1970,Spain,17,0,Portugal,12/20/1970
1971,France,13,8,Scotland,1/16/1971
1971,Wales,22,6,England,1/16/1971
1971,Ireland,9,9,France,1/30/1971
1971,Scotland,18,19,Wales,2/6/1971
1971,Ireland,6,9,England,2/13/1971
1971,Italy,6,8,Morocco,2/21/1971
1971,England,14,14,France,2/27/1971
1971,Scotland,5,17,Ireland,2/27/1971
1971,France,37,13,Italy,2/28/1971
1971,Wales,23,9,Ireland,3/13/1971
1971,England,15,16,Scotland,3/20/1971
1971,France,5,9,Wales,3/27/1971
1971,Romania,32,6,Italy,4/11/1971
1971,Spain,6,12,Czechoslovakia,4/25/1971
1971,Morocco,0,25,Romania,5/9/1971
1971,Queensland,15,11,British & Irish Lions,5/12/1971
1971,New South Wales,12,14,British & Irish Lions,5/15/1971
1971,Counties / Thames Valley,3,25,British & Irish Lions,5/22/1971
1971,Eastern Transvaal,13,22,France,5/22/1971
1971,Western Transvaal,0,50,France,5/26/1971
1971,Wanganui / King Country,9,22,British & Irish Lions,5/26/1971
1971,Waikato,14,35,British & Irish Lions,5/29/1971
1971,Transvaal,14,20,France,5/29/1971
1971,Border,6,30,France,5/31/1971
1971,New Zealand Maori,12,23,British & Irish Lions,6/2/1971
1971,Wellington,9,47,British & Irish Lions,6/5/1971
1971,Western Province,6,21,France,6/5/1971
1971,South West Africa,6,35,France,6/8/1971
1971,South Canterbury / Mid Canterbury / North Otago,6,25,British & Irish Lions,6/9/1971
1971,Otago,9,21,British & Irish Lions,6/12/1971
1971,South Africa,22,9,France,6/12/1971
1971,North Eastern Cape,17,33,France,6/15/1971
1971,West Coast / Buller,6,39,British & Irish Lions,6/16/1971
1971,Canterbury,3,14,British & Irish Lions,6/19/1971
1971,South Africa,8,8,France,6/19/1971
1971,Marlborough / Nelson Bays,12,31,British & Irish Lions,6/22/1971
1971,Western Australia,18,44,South Africa,6/26/1971
1971,South East Transvaal,3,21,Argentina,6/26/1971
1971,New Zealand,3,9,British & Irish Lions,6/26/1971
1971,Eastern Free State,6,26,Argentina,6/30/1971
1971,South Australia,0,43,South Africa,6/30/1971
1971,Southland,3,25,British & Irish Lions,6/30/1971
1971,Brazil,12,6,Paraguay,7/2/1971
1971,Taranaki,9,14,British & Irish Lions,7/3/1971
1971,Victoria,0,50,South Africa,7/3/1971
1971,Northern Universities,20,14,Argentina,7/3/1971
1971,Sydney,12,21,South Africa,7/6/1971
1971,New Zealand Universities,6,27,British & Irish Lions,7/6/1971
1971,South African Colleges,15,18,Argentina,7/7/1971
1971,Natal Sharks,6,11,Argentina,7/10/1971
1971,New South Wales,3,25,South Africa,7/10/1971
1971,New Zealand,22,12,British & Irish Lions,7/10/1971
1971,New South Wales Country,3,19,South Africa,7/13/1971
1971,Northern Free State,16,23,Argentina,7/14/1971
1971,Wairarapa Bush,6,27,British & Irish Lions,7/14/1971
1971,Hawke's Bay,6,25,British & Irish Lions,7/17/1971
1971,Argentina,6,12,SA Gazelles,7/17/1971
1971,Australia,11,19,South Africa,7/17/1971
1971,Poverty Bay / East Coast,12,18,British & Irish Lions,7/21/1971
1971,South Western Districts,11,17,Argentina,7/21/1971
1971,ACT,3,34,South Africa,7/21/1971
1971,Queensland,14,33,South Africa,7/24/1971
1971,Auckland,12,19,British & Irish Lions,7/24/1971
1971,Brazil,0,0,Oxford / Cambridge Combined,7/25/1971
1971,Junior Wallabies,12,31,South Africa,7/27/1971
1971,South Africa Country Districts,0,16,Argentina,7/28/1971
1971,Southern Universities,12,9,Argentina,7/28/1971
1971,North West Cape,3,17,Argentina,7/31/1971
1971,Neuquen,0,0,Oxford / Cambridge Combined,7/31/1971
1971,Australia,6,14,South Africa,7/31/1971
1971,New Zealand,3,13,British & Irish Lions,7/31/1971
1971,Far Northern Transvaal,6,6,Argentina,8/3/1971
1971,Queensland Country,14,45,South Africa,8/3/1971
1971,Mendoza,0,0,Oxford / Cambridge Combined,8/4/1971
1971,Manawatu / Horowhenua,6,39,British & Irish Lions,8/4/1971
1971,North Auckland,5,11,British & Irish Lions,8/7/1971
1971,Cordoba,0,0,Oxford / Cambridge Combined,8/7/1971
1971,Argentina,12,0,SA Gazelles,8/7/1971
1971,Australia,6,18,South Africa,8/7/1971
1971,Bay of Plenty,14,20,British & Irish Lions,8/10/1971
1971,Tucumán RC,0,0,Oxford / Cambridge Combined,8/11/1971
1971,Griqualand West,22,11,Argentina,8/11/1971
1971,Santa Fé,0,0,Oxford / Cambridge Combined,8/14/1971
1971,New Zealand,14,14,British & Irish Lions,8/14/1971
1971,Rosario,0,0,Oxford / Cambridge Combined,8/17/1971
1971,Select XV,0,0,Oxford / Cambridge Combined,8/21/1971
1971,Mar Del Plata,0,0,Oxford / Cambridge Combined,8/25/1971
1971,Argentina,11,3,Oxford / Cambridge Combined,8/28/1971
1971,Argentina,6,3,Oxford / Cambridge Combined,9/4/1971
1971,Monmouthshire U25,15,17,Canada,9/18/1971
1971,Western Counties,10,15,Canada,9/21/1971
1971,Waseda University,4,56,England,9/21/1971
1971,Japan,19,27,England,9/24/1971
1971,Wales B,38,10,Canada,9/25/1971
1971,Japan,3,6,England,9/28/1971
1971,Glamorgan U25,22,14,Canada,9/29/1971
1971,Hong Kong,0,26,England,9/30/1971
1971,Wales,56,10,Canada,10/2/1971
1971,Singapore,9,36,England,10/3/1971
1971,Sri Lanka,11,40,England,10/6/1971
1971,Sri Lanka,6,34,England,10/8/1971
1971,Uruguay,54,3,Paraguay,10/9/1971
1971,Argentina,20,3,Chile,10/10/1971
1971,Uruguay,6,11,Chile,10/12/1971
1971,Argentina,50,6,Brazil,10/12/1971
1971,Uruguay,37,11,Brazil,10/14/1971
1971,Argentina,61,0,Paraguay,10/16/1971
1971,Argentina,55,6,Uruguay,10/17/1971
1971,French Regional XV,12,28,Australia,11/3/1971
1971,French Regional XV,16,9,Australia,11/6/1971
1971,French Regional XV,7,6,Australia,11/11/1971
1971,French Regional XV,3,12,Australia,11/14/1971
1971,French Regional XV,9,20,Australia,11/17/1971
1971,France,11,13,Australia,11/20/1971
1971,French Regional XV,25,13,Australia,11/24/1971
1971,France,18,9,Australia,11/27/1971
1971,France,31,12,Romania,12/11/1971
1972,Scotland,20,9,France,1/15/1972
1972,England,3,12,Wales,1/15/1972
1972,France,9,14,Ireland,1/29/1972
1972,Wales,35,12,Scotland,2/5/1972
1972,England,12,16,Ireland,2/12/1972
1972,France,37,12,England,2/26/1972
1972,Scotland,23,9,England,3/18/1972
1972,Wales,20,6,France,3/25/1972
1972,Romania,58,6,Morocco,4/30/1972
1972,Natal Sharks,0,19,England,5/17/1972
1972,Western Province,6,9,England,5/20/1972
1972,Czechoslovakia,3,22,Romania,5/21/1972
1972,Italy,6,6,Spain,5/21/1972
1972,South Africa Rugby Federation XV,6,11,England,5/22/1972
1972,South Africa African XV,3,36,England,5/24/1972
1972,Northern Transvaal,13,13,England,5/27/1972
1972,Griqualand West,21,60,England,5/30/1972
1972,South Africa,9,18,England,6/3/1972
1972,Otago,26,0,Australia,8/5/1972
1972,West Coast,15,10,Australia,8/9/1972
1972,Taranaki,15,20,Australia,8/12/1972
1972,Bay of Plenty,6,6,Australia,8/15/1972
1972,New Zealand,29,6,Australia,8/19/1972
1972,King Country,6,13,Australia,8/23/1972
1972,Hawke's Bay,15,14,Australia,8/26/1972
1972,Nelson Bays,7,36,Australia,8/29/1972
1972,New Zealand,30,17,Australia,9/2/1972
1972,North Otago,12,37,Australia,9/5/1972
1972,Waikato,26,24,Australia,9/9/1972
1972,New Zealand,38,3,Australia,9/16/1972
1972,Fiji,19,21,Australia,9/19/1972
1972,British Columbia,3,31,New Zealand,10/19/1972
1972,New York Metropolitan,9,41,New Zealand,10/21/1972
1972,Argentina,6,14,SA Gazelles,10/21/1972
1972,Western Counties,12,39,New Zealand,10/28/1972
1972,Llanelli,9,3,New Zealand,10/31/1972
1972,Cardiff,4,20,New Zealand,11/4/1972
1972,Malaysia,9,23,Sri Lanka,11/4/1972
1972,Argentina,18,16,SA Gazelles,11/4/1972
1972,Japan,60,4,Singapore,11/4/1972
1972,Thailand,13,12,Korea,11/5/1972
1972,Malaysia,13,26,Singapore,11/6/1972
1972,Japan,51,0,Sri Lanka,11/6/1972
1972,Hong Kong,18,6,Korea,11/7/1972
1972,Singapore,9,6,Sri Lanka,11/8/1972
1972,Cambridge University,3,34,New Zealand,11/8/1972
1972,Japan,40,0,Malaysia,11/8/1972
1972,Hong Kong,17,0,Thailand,11/9/1972
1972,Thailand,26,3,Singapore,11/11/1972
1972,London Counties,3,24,New Zealand,11/11/1972
1972,Sri Lanka,0,37,Korea,11/11/1972
1972,Hong Kong,0,16,Japan,11/11/1972
1972,Romania,10,11,West Germany,11/12/1972
1972,Leinster,9,17,New Zealand,11/15/1972
1972,Ulster,6,19,New Zealand,11/18/1972
